2.5,590504.685,497656.163,574520.972,11996.142,10091.439,11647.441
5.0,590504.685,284424.266,501794.333,11996.142,5724.576,10149.415
7.5,590504.685,199593.306,446583.059,11996.142,4015.991,8975.445
10.0,590504.685,153486.256,400125.05,11996.142,3078.985,8102.347
12.5,590504.685,124674.872,362873.602,11996.142,2498.601,7404.251
